,index,type,time,mag,place,status,tsunami,sig,net,nst,dmin,rms,gap,magType,longitude,latitude,depth
511,511,earthquake,1989-10-18 07:50:19.650,1.41,Northern California,reviewed,0,31,nc,6.0,0.03333,0.01,140.0,md,-121.8765,37.107,4.583
512,512,earthquake,1989-10-18 07:47:29.130,1.67,Northern California,reviewed,0,43,nc,23.0,0.05405,0.07,172.0,md,-121.9133333,37.0725,13.984
513,513,earthquake,1989-10-18 07:46:16.850,1.81,"San Francisco Bay area, California",reviewed,0,50,nc,11.0,0.03333,0.07,85.0,md,-122.0923333,37.2805,9.285
514,514,earthquake,1989-10-18 07:44:00.950,2.91,Northern California,reviewed,0,130,nc,34.0,0.08288,0.11,238.0,md,-121.7243333,36.9715,13.957
515,515,earthquake,1989-10-18 07:43:05.490,1.24,Northern California,reviewed,0,24,nc,4.0,0.04595,0.0,153.0,md,-121.901,37.1311667,0.717
516,516,earthquake,1989-10-18 07:41:44.790,2.44,"5km SW of Warner Springs, CA",reviewed,0,92,ci,0.0,,0.105,88.8,mc,-116.674,33.251,6.175
517,517,earthquake,1989-10-18 07:39:24.530,3.1,Northern California,reviewed,0,148,nc,39.0,0.06847,0.08,126.0,ml,-121.9225,37.1016667,9.861
518,518,earthquake,1989-10-18 07:38:32.000,1.75,Northern California,reviewed,0,47,nc,11.0,0.05766,0.04,125.0,md,-121.9656667,37.0953333,16.506
519,519,earthquake,1989-10-18 07:37:52.510,1.76,Northern California,reviewed,0,48,nc,8.0,0.6739,0.02,281.0,md,-119.6616667,38.6373333,3.977
520,520,earthquake,1989-10-18 07:36:10.600,1.22,Northern California,reviewed,0,23,nc,12.0,0.03514,0.06,61.0,md,-121.9755,37.1631667,6.676
521,521,earthquake,1989-10-18 07:35:45.420,1.07,Northern California,reviewed,0,18,nc,4.0,0.02793,0.0,157.0,md,-121.989,37.1738333,9.736
522,522,earthquake,1989-10-18 07:35:01.920,1.22,Northern California,reviewed,0,23,nc,16.0,0.03153,0.07,57.0,md,-122.0496667,37.1918333,11.337
523,523,earthquake,1989-10-18 07:33:26.180,1.52,Northern California,reviewed,0,36,nc,11.0,0.02613,0.03,102.0,md,-121.8411667,37.0585,10.792
524,524,earthquake,1989-10-18 07:32:58.890,1.59,Northern California,reviewed,0,39,nc,19.0,0.04865,0.1,80.0,md,-122.0101667,37.1183333,17.207
525,525,earthquake,1989-10-18 07:31:24.120,1.31,Northern California,reviewed,0,26,nc,10.0,0.02793,0.04,72.0,md,-121.9966667,37.1726667,6.614
526,526,earthquake,1989-10-18 07:29:29.310,2.27,Northern California,reviewed,0,79,nc,17.0,0.02973,0.62,104.0,md,-121.9008333,37.1865,27.521
527,527,earthquake,1989-10-18 07:26:22.080,1.84,Northern California,reviewed,0,52,nc,18.0,0.034230000000000003,0.07,67.0,md,-122.0501667,37.195,13.856
528,528,earthquake,1989-10-18 07:21:03.850,1.69,Northern California,reviewed,0,44,nc,9.0,0.05405,0.18,252.0,md,-121.8058333,37.0603333,8.623
529,529,earthquake,1989-10-18 07:16:23.510,2.53,Northern California,reviewed,0,98,nc,16.0,0.04775,0.12,99.0,md,-121.9,37.1293333,-0.45
530,530,earthquake,1989-10-18 07:14:49.150,2.71,Northern California,reviewed,0,113,nc,31.0,0.04595,0.08,98.0,md,-121.901,37.131,2.18
531,531,earthquake,1989-10-18 07:12:27.060,1.85,Northern California,reviewed,0,53,nc,21.0,0.06577000000000001,0.05,79.0,md,-121.9813333,37.112,17.056
532,532,earthquake,1989-10-18 07:11:16.400,1.5,Northern California,reviewed,0,35,nc,20.0,0.06396,0.07,248.0,md,-121.8236667,37.0456667,12.143
533,533,earthquake,1989-10-18 07:10:19.500,1.65,Northern California,reviewed,0,42,nc,7.0,0.056760000000000005,0.02,250.0,md,-121.792,37.0638333,3.641
534,534,earthquake,1989-10-18 07:09:43.530,2.86,Northern California,reviewed,0,126,nc,34.0,0.04595,0.08,56.0,md,-121.8985,37.1325,3.34
535,535,earthquake,1989-10-18 07:08:22.780,2.3,Northern California,reviewed,0,81,nc,23.0,0.06396,0.1,221.0,md,-121.8016667,37.0508333,4.043
536,536,earthquake,1989-10-18 07:06:24.570,1.74,Northern California,reviewed,0,47,nc,16.0,0.01892,0.06,77.0,md,-121.974,37.187,1.954
537,537,earthquake,1989-10-18 07:06:05.230,1.78,Northern California,reviewed,0,49,nc,19.0,0.04414,0.03,99.0,md,-121.908,37.1293333,8.41
538,538,earthquake,1989-10-18 07:04:07.020,1.66,Northern California,reviewed,0,42,nc,22.0,0.02883,0.07,82.0,md,-121.9936667,37.1663333,6.989
539,539,earthquake,1989-10-18 07:01:26.230,2.03,Northern California,reviewed,0,63,nc,10.0,0.05495,0.02,112.0,md,-121.9056667,37.1183333,7.51
540,540,earthquake,1989-10-18 06:59:23.570,2.56,Northern California,reviewed,0,101,nc,29.0,0.036039999999999996,0.08,55.0,md,-122.052,37.1963333,14.326
541,541,earthquake,1989-10-18 06:57:07.960,2.42,Northern California,reviewed,0,90,nc,18.0,0.109,0.06,219.0,md,-121.7428333,37.0291667,5.873
542,542,earthquake,1989-10-18 06:56:41.700,1.7,Northern California,reviewed,0,44,nc,26.0,0.05495,0.06,74.0,md,-121.9821667,37.1246667,13.926
543,543,earthquake,1989-10-18 06:55:59.000,1.79,Northern California,reviewed,0,49,nc,19.0,0.02342,0.05,54.0,md,-121.9841667,37.1786667,8.694
544,544,earthquake,1989-10-18 06:52:59.900,2.22,Central California,reviewed,0,76,nc,18.0,0.2468,0.05,274.0,md,-121.6498333,36.9116667,6.306
545,545,earthquake,1989-10-18 06:51:52.110,2.09,Northern California,reviewed,0,67,nc,9.0,0.04775,0.02,98.0,md,-122.0606667,37.1241667,9.05
546,546,earthquake,1989-10-18 06:49:34.530,1.69,Northern California,reviewed,0,44,nc,6.0,0.07297000000000001,0.04,313.0,md,-121.8056667,37.04,5.191
547,547,earthquake,1989-10-18 06:47:39.180,2.22,Northern California,reviewed,0,76,nc,27.0,0.04595,0.11,72.0,md,-121.974,37.1381667,11.466
548,548,earthquake,1989-10-18 06:46:44.420,3.1,Northern California,reviewed,0,148,nc,17.0,0.06396,0.02,206.0,ml,-121.8075,37.0493333,5.186
549,549,earthquake,1989-10-18 06:45:21.340,1.43,Northern California,reviewed,0,31,nc,15.0,0.04775,0.05,69.0,md,-121.9891667,37.1298333,13.506
550,550,earthquake,1989-10-18 06:44:56.260,3.6,Northern California,reviewed,0,199,nc,36.0,0.02613,0.06,55.0,ml,-121.9856667,37.1761667,7.694
551,551,earthquake,1989-10-18 06:39:10.120,4.3,Northern California,reviewed,0,284,nc,15.0,0.1865,0.04,261.0,ml,-121.6921667,36.9615,9.023
552,552,earthquake,1989-10-18 06:34:49.870,3.0,Northern California,reviewed,0,138,nc,7.0,0.182,0.01,295.0,ml,-121.7058333,36.9586667,12.863
553,553,earthquake,1989-10-18 06:29:24.470,3.0,Northern California,reviewed,0,138,nc,21.0,0.019819999999999997,0.09,122.0,ml,-121.8583333,37.1151667,4.033
554,554,earthquake,1989-10-18 06:27:13.250,3.1,Northern California,reviewed,0,148,nc,13.0,0.060360000000000004,0.3,220.0,ml,-121.8153333,37.0508333,24.302
555,555,earthquake,1989-10-18 06:26:35.230,2.0,Northern California,reviewed,0,62,nc,22.0,0.05946,0.06,217.0,md,-121.8251667,37.0506667,10.523
556,556,earthquake,1989-10-18 06:25:49.320,2.49,Northern California,reviewed,0,95,nc,30.0,0.04955,0.07,71.0,md,-121.98,37.136,12.596
557,557,earthquake,1989-10-18 06:22:31.620,1.89,Northern California,reviewed,0,55,nc,20.0,0.03063,0.06,59.0,md,-121.9915,37.1678333,9.934
558,558,earthquake,1989-10-18 06:22:09.340,2.25,Northern California,reviewed,0,78,nc,17.0,0.1225,0.08,243.0,md,-121.7015,37.048,2.1
559,559,earthquake,1989-10-18 06:17:58.900,2.37,Northern California,reviewed,0,86,nc,19.0,0.018019999999999998,0.08,124.0,md,-121.9723333,37.1881667,2.936
560,560,earthquake,1989-10-18 06:15:32.390,1.42,Central California,reviewed,0,31,nc,16.0,0.027030000000000002,0.04,86.0,md,-118.8586667,37.5841667,5.52
561,561,earthquake,1989-10-18 06:11:52.910,2.19,Northern California,reviewed,0,74,nc,9.0,0.03333,0.04,86.0,md,-122.0425,37.1965,11.626
562,562,earthquake,1989-10-18 06:05:04.750,2.07,Northern California,reviewed,0,66,nc,9.0,0.02613,0.1,147.0,md,-121.9721667,37.1791667,0.716
563,563,earthquake,1989-10-18 06:03:45.600,3.11,Northern California,reviewed,0,149,nc,21.0,0.145,0.04,238.0,md,-121.7048333,37.0083333,3.903
564,564,earthquake,1989-10-18 06:02:53.600,2.72,Northern California,reviewed,0,114,nc,25.0,0.07297000000000001,0.08,209.0,md,-121.7975,37.042,4.433
565,565,earthquake,1989-10-18 06:01:37.210,2.46,Northern California,reviewed,0,93,nc,22.0,0.09369,0.07,233.0,md,-121.784,37.0245,2.273
566,566,earthquake,1989-10-18 05:59:28.900,2.78,Northern California,reviewed,0,119,nc,11.0,0.01171,0.04,148.0,md,-121.8465,37.116,3.463
567,567,earthquake,1989-10-18 05:59:13.020,2.65,Northern California,reviewed,0,108,nc,30.0,0.024319999999999998,0.06,152.0,md,-121.8648333,37.1046667,5.713
568,568,earthquake,1989-10-18 05:58:05.670,2.54,Northern California,reviewed,0,99,nc,25.0,0.1532,0.3,124.0,md,-121.7163333,36.9893333,12.393
569,569,earthquake,1989-10-18 05:55:12.780,1.94,Northern California,reviewed,0,58,nc,13.0,0.16399999999999998,0.09,263.0,md,-121.6726667,36.9613333,-0.349
570,570,earthquake,1989-10-18 05:52:31.470,2.2,Northern California,reviewed,0,74,nc,29.0,0.04595,0.08,181.0,md,-121.9165,37.0618333,16.032
571,571,earthquake,1989-10-18 05:49:40.470,2.8,Northern California,reviewed,0,121,nc,24.0,0.060360000000000004,0.03,204.0,md,-121.81,37.0523333,5.113
572,572,earthquake,1989-10-18 05:45:51.300,2.12,Northern California,reviewed,0,69,nc,18.0,0.1514,0.04,200.0,md,-121.7433333,36.9765,14.377
573,573,earthquake,1989-10-18 05:44:48.530,1.81,Northern California,reviewed,0,50,nc,19.0,0.1613,0.09,127.0,md,-121.691,36.9956667,5.173
574,574,earthquake,1989-10-18 05:44:02.780,2.67,Northern California,reviewed,0,110,nc,30.0,0.04505,0.07,100.0,md,-121.9211667,37.1253333,6.55
575,575,earthquake,1989-10-18 05:41:29.990,2.29,Northern California,reviewed,0,81,nc,21.0,0.11800000000000001,0.05,180.0,md,-121.746,37.0148333,8.414
576,576,earthquake,1989-10-18 05:40:41.110,2.15,Northern California,reviewed,0,71,nc,22.0,0.02613,0.04,138.0,md,-121.8671667,37.1095,3.023
577,577,earthquake,1989-10-18 05:38:54.290,2.31,Northern California,reviewed,0,82,nc,12.0,0.04505,0.03,100.0,md,-121.9065,37.1288333,6.67
578,578,earthquake,1989-10-18 05:38:01.920,3.2,Northern California,reviewed,0,158,nc,32.0,0.03243,0.09,121.0,ml,-122.0456667,37.1345,17.929
579,579,earthquake,1989-10-18 05:37:42.960,2.24,Northern California,reviewed,0,77,nc,32.0,0.04595,0.06,69.0,md,-121.9826667,37.1383333,12.826
580,580,earthquake,1989-10-18 05:34:26.840,2.26,Northern California,reviewed,0,79,nc,16.0,0.036039999999999996,0.05,120.0,md,-121.8785,37.1171667,1.983
581,581,earthquake,1989-10-18 05:27:09.750,1.79,Northern California,reviewed,0,49,nc,21.0,0.04505,0.05,116.0,md,-121.8895,37.1188333,7.653
582,582,earthquake,1989-10-18 05:22:41.450,2.49,Northern California,reviewed,0,95,nc,31.0,0.09099,0.05,214.0,md,-121.7738333,37.0325,8.483
583,583,earthquake,1989-10-18 05:21:46.030,1.89,Northern California,reviewed,0,55,nc,12.0,0.08378,0.03,229.0,md,-121.7773333,37.0391667,9.433
584,584,earthquake,1989-10-18 05:20:08.220,2.43,Northern California,reviewed,0,91,nc,18.0,0.05225,0.11,205.0,md,-121.8968333,37.095,9.891
585,585,earthquake,1989-10-18 05:18:34.060,4.2,Northern California,reviewed,0,271,nc,34.0,0.08559,0.08,212.0,ml,-121.8443333,37.0235,17.232
586,586,earthquake,1989-10-18 05:13:14.070,2.21,Northern California,reviewed,0,75,nc,17.0,0.07387,0.09,235.0,md,-121.7928333,37.0431667,3.343
587,587,earthquake,1989-10-18 05:11:49.790,2.83,Northern California,reviewed,0,123,nc,25.0,0.07297000000000001,0.06,215.0,md,-121.779,37.0516667,8.913
588,588,earthquake,1989-10-18 05:09:33.580,3.0,Northern California,reviewed,0,138,nc,15.0,0.1369,0.05,212.0,ml,-121.7945,37.037,10.477
589,589,earthquake,1989-10-18 05:07:44.290,2.04,Northern California,reviewed,0,64,nc,26.0,0.07297000000000001,0.07,128.0,md,-121.966,37.102,14.879
590,590,earthquake,1989-10-18 05:06:44.460,2.74,Northern California,reviewed,0,116,nc,13.0,0.1721,0.06,238.0,md,-121.6983333,36.9765,4.723
591,591,earthquake,1989-10-18 04:59:23.430,2.41,Northern California,reviewed,0,89,nc,18.0,0.1505,0.15,230.0,md,-121.7015,37.0033333,1.277
592,592,earthquake,1989-10-18 04:57:51.180,2.65,Northern California,reviewed,0,108,nc,16.0,0.02072,0.06,129.0,md,-121.8595,37.1128333,3.013
593,593,earthquake,1989-10-18 04:57:24.730,2.44,Northern California,reviewed,0,92,nc,24.0,0.018019999999999998,0.14,52.0,md,-121.9833333,37.1841667,7.834
594,594,earthquake,1989-10-18 04:56:49.170,2.35,Northern California,reviewed,0,85,nc,35.0,0.04775,0.06,82.0,md,-121.7308333,36.9913333,10.779
595,595,earthquake,1989-10-18 04:54:11.310,2.63,Northern California,reviewed,0,106,nc,37.0,0.03694,0.06,81.0,md,-121.7251667,36.9813333,13.357
596,596,earthquake,1989-10-18 04:50:26.810,4.3,Northern California,reviewed,0,284,nc,53.0,0.01712,0.06,59.0,ml,-122.0101667,37.1706667,10.354
597,597,earthquake,1989-10-18 04:50:11.140,2.51,Northern California,reviewed,0,97,nc,32.0,0.04505,0.07,45.0,md,-121.8905,37.117,8.454
598,598,earthquake,1989-10-18 04:49:57.410,1.48,Northern California,reviewed,0,34,nc,18.0,0.01892,0.06,66.0,md,-121.7943333,37.037,7.762
599,599,earthquake,1989-10-18 04:49:12.240,1.28,Northern California,reviewed,0,25,nc,21.0,0.04595,0.1,67.0,md,-121.986,37.1353333,12.266
600,600,earthquake,1989-10-18 04:47:41.280,1.53,Northern California,reviewed,0,36,nc,20.0,0.02072,0.05,58.0,md,-121.858,37.1013333,4.949
601,601,earthquake,1989-10-18 04:46:12.830,2.42,Northern California,reviewed,0,90,nc,14.0,0.02072,0.03,88.0,md,-121.9738333,37.184,2.694
602,602,earthquake,1989-10-18 04:44:00.660,2.01,Northern California,reviewed,0,62,nc,16.0,0.02973,0.05,109.0,md,-121.8043333,37.08,8.335
603,603,earthquake,1989-10-18 04:43:12.160,2.77,Northern California,reviewed,0,118,nc,15.0,0.02072,0.06,69.0,md,-121.7845,37.049,6.139
604,604,earthquake,1989-10-18 04:42:30.540,2.93,Northern California,reviewed,0,132,nc,16.0,0.01622,0.05,71.0,md,-121.8143333,37.0666667,6.945
605,605,earthquake,1989-10-18 04:41:36.770,2.56,Northern California,reviewed,0,101,nc,14.0,0.03874,0.05,81.0,md,-121.9775,37.1571667,8.226
606,606,earthquake,1989-10-18 04:40:20.490,2.37,Northern California,reviewed,0,86,nc,15.0,0.02342,0.05,64.0,md,-122.0558333,37.1756667,12.949
607,607,earthquake,1989-10-18 04:39:56.430,2.1,Northern California,reviewed,0,68,nc,16.0,0.006306,0.05,78.0,md,-121.8423333,37.1078333,3.859
608,608,earthquake,1989-10-18 04:38:38.980,2.15,Northern California,reviewed,0,71,nc,21.0,0.01351,0.06,97.0,md,-121.6783333,36.9541667,6.177
609,609,earthquake,1989-10-18 04:37:52.860,2.65,Northern California,reviewed,0,108,nc,26.0,0.019819999999999997,0.07,52.0,md,-122.0073333,37.1741667,9.544
610,610,earthquake,1989-10-18 04:37:16.490,2.37,Northern California,reviewed,0,86,nc,21.0,0.01441,0.06,74.0,md,-121.712,36.957,13.71
611,611,earthquake,1989-10-18 04:36:25.000,1.37,Northern California,reviewed,0,29,nc,10.0,0.06486,0.03,104.0,md,-121.9166667,37.1055,10.214
612,612,earthquake,1989-10-18 04:35:59.470,1.39,Northern California,reviewed,0,30,nc,10.0,0.03874,0.03,92.0,md,-121.8545,37.0653333,11.825
613,613,earthquake,1989-10-18 04:35:25.590,2.19,Northern California,reviewed,0,74,nc,12.0,0.06216,0.08,84.0,md,-121.7368333,37.0295,-0.291
614,614,earthquake,1989-10-18 04:34:16.210,1.86,Northern California,reviewed,0,53,nc,27.0,0.027030000000000002,0.06,56.0,md,-121.9886667,37.175,7.774
615,615,earthquake,1989-10-18 04:32:36.810,2.39,Northern California,reviewed,0,88,nc,37.0,0.042339999999999996,0.08,52.0,md,-122.0566667,37.2016667,13.166
616,616,earthquake,1989-10-18 04:29:59.230,1.58,Northern California,reviewed,0,38,nc,22.0,0.042339999999999996,0.17,179.0,md,-121.9131667,37.036,13.406
617,617,earthquake,1989-10-18 04:29:25.930,2.23,Northern California,reviewed,0,77,nc,22.0,0.025230000000000002,0.05,59.0,md,-121.8653333,37.1038333,5.229
618,618,earthquake,1989-10-18 04:28:14.730,3.5,Northern California,reviewed,0,188,nc,45.0,0.05766,0.07,69.0,ml,-121.762,36.9796667,15.105
619,619,earthquake,1989-10-18 04:26:36.690,3.2,Northern California,reviewed,0,158,nc,46.0,0.05225,0.05,72.0,ml,-121.7596667,36.9985,13.108
620,620,earthquake,1989-10-18 04:25:46.660,3.7,Northern California,reviewed,0,211,nc,47.0,0.02613,0.09,87.0,ml,-121.7796667,37.043,7.029
621,621,earthquake,1989-10-18 04:25:11.360,3.4,Northern California,reviewed,0,178,nc,50.0,0.02973,0.06,56.0,ml,-121.9865,37.1721667,9.634
622,622,earthquake,1989-10-18 04:24:39.170,1.79,Northern California,reviewed,0,49,nc,20.0,0.02973,0.06,58.0,md,-121.9926667,37.1725,6.614
623,623,earthquake,1989-10-18 04:22:27.160,1.91,Northern California,reviewed,0,56,nc,12.0,0.025230000000000002,0.04,80.0,md,-121.8655,37.1038333,5.188
624,624,earthquake,1989-10-18 04:22:03.000,1.94,Northern California,reviewed,0,58,nc,28.0,0.02252,0.07,50.0,md,-121.8626667,37.1115,3.629
625,625,earthquake,1989-10-18 04:20:46.020,1.91,Northern California,reviewed,0,56,nc,21.0,0.04324,0.04,49.0,md,-121.9105,37.13,6.54
626,626,earthquake,1989-10-18 04:20:17.190,2.26,Northern California,reviewed,0,79,nc,22.0,0.02613,0.07,62.0,md,-121.8673333,37.11,3.119
627,627,earthquake,1989-10-18 04:19:00.150,2.07,Northern California,reviewed,0,66,nc,22.0,0.01892,0.15,92.0,md,-121.8303333,36.9583333,8.216
628,628,earthquake,1989-10-18 04:18:16.020,3.1,Northern California,reviewed,0,148,nc,45.0,0.02342,0.06,63.0,ml,-122.0531667,37.179,14.199
629,629,earthquake,1989-10-18 04:17:34.880,3.08,Northern California,reviewed,0,146,nc,14.0,0.05315,0.03,65.0,md,-121.9151667,37.1183333,7.0
630,630,earthquake,1989-10-18 04:16:32.450,4.1,Northern California,reviewed,0,259,nc,51.0,0.06396,0.09,61.0,ml,-121.8901667,37.0636667,13.436
631,631,earthquake,1989-10-18 04:15:50.870,2.3,Northern California,reviewed,0,81,nc,19.0,0.05135,0.05,142.0,md,-121.932,37.0815,13.281
632,632,earthquake,1989-10-18 04:14:47.980,3.5,Northern California,reviewed,0,188,nc,51.0,0.04955,0.08,67.0,ml,-121.9833333,37.1323333,14.806
633,633,earthquake,1989-10-18 04:11:48.720,2.54,Northern California,reviewed,0,99,nc,13.0,0.04595,0.05,81.0,md,-121.8993333,37.1316667,7.44
634,634,earthquake,1989-10-18 04:10:55.120,2.31,Northern California,reviewed,0,82,nc,17.0,0.03694,0.05,66.0,md,-121.778,37.0046667,11.929
635,635,earthquake,1989-10-18 04:10:09.760,2.01,Northern California,reviewed,0,62,nc,10.0,0.06216,0.29,158.0,md,-121.9258333,37.0915,18.851
636,636,earthquake,1989-10-18 04:09:37.720,1.74,Northern California,reviewed,0,47,nc,10.0,0.02342,0.03,68.0,md,-122.0006667,37.1636667,5.914
637,637,earthquake,1989-10-18 04:08:04.860,1.8,Northern California,reviewed,0,50,nc,14.0,0.04685,0.06,64.0,md,-121.8946667,37.129,2.811
638,638,earthquake,1989-10-18 04:06:26.840,2.15,Northern California,reviewed,0,71,nc,14.0,0.03333,0.05,84.0,md,-121.7701667,37.0401667,5.999
639,639,earthquake,1989-10-18 04:05:27.170,2.36,Northern California,reviewed,0,86,nc,25.0,0.027030000000000002,0.08,55.0,md,-121.9798333,37.1756667,7.224
640,640,earthquake,1989-10-18 04:05:17.330,1.51,Northern California,reviewed,0,35,nc,13.0,0.060360000000000004,0.07,71.0,md,-121.91,37.1101667,7.784
641,641,earthquake,1989-10-18 04:04:53.050,1.63,Northern California,reviewed,0,41,nc,17.0,0.04775,0.12,69.0,md,-121.9896667,37.1293333,13.646
642,642,earthquake,1989-10-18 04:03:55.280,2.22,"San Francisco Bay area, California",reviewed,0,76,nc,16.0,0.01261,0.07,86.0,md,-122.0648333,37.2781667,6.107
643,643,earthquake,1989-10-18 04:03:24.030,2.73,Northern California,reviewed,0,115,nc,17.0,0.01712,0.07,75.0,md,-121.6835,36.9385,8.539
644,644,earthquake,1989-10-18 04:03:06.550,2.28,Northern California,reviewed,0,80,nc,13.0,0.019819999999999997,0.07,76.0,md,-121.9736667,37.1858333,2.794
645,645,earthquake,1989-10-18 04:00:59.070,3.5,Northern California,reviewed,0,188,nc,35.0,0.024319999999999998,0.09,51.0,ml,-121.9705,37.1815,4.024
646,646,earthquake,1989-10-18 04:00:14.360,1.66,Northern California,reviewed,0,42,nc,23.0,0.04324,0.09,72.0,md,-121.9641667,37.1348333,9.606
647,647,earthquake,1989-10-18 03:58:09.510,2.81,Northern California,reviewed,0,121,nc,36.0,0.01171,0.06,70.0,md,-121.8251667,37.0493333,10.965
648,648,earthquake,1989-10-18 03:57:15.850,2.01,Northern California,reviewed,0,62,nc,31.0,0.02883,0.06,56.0,md,-121.9623333,37.1541667,8.109
649,649,earthquake,1989-10-18 03:56:20.440,1.57,Northern California,reviewed,0,38,nc,24.0,0.02793,0.09,59.0,md,-122.0528333,37.1861667,14.166
650,650,earthquake,1989-10-18 03:55:19.690,1.56,"San Francisco Bay area, California",reviewed,0,37,nc,12.0,0.02793,0.09,91.0,md,-122.0076667,37.225,8.24
651,651,earthquake,1989-10-18 03:55:03.070,1.32,Northern California,reviewed,0,27,nc,19.0,0.03874,0.08,85.0,md,-121.9746667,37.1515,10.396
652,652,earthquake,1989-10-18 03:53:37.110,2.3,Northern California,reviewed,0,81,nc,7.0,0.03063,0.07,165.0,md,-122.0416667,37.1936667,1.166
653,653,earthquake,1989-10-18 03:52:58.460,3.31,Northern California,reviewed,0,169,nc,31.0,0.01081,0.15,58.0,md,-121.8225,37.1041667,3.524
654,654,earthquake,1989-10-18 03:52:43.520,2.26,Northern California,reviewed,0,79,nc,19.0,0.06216,0.13,83.0,md,-121.7225,37.011,0.567
655,655,earthquake,1989-10-18 03:52:26.650,2.1,Northern California,reviewed,0,68,nc,18.0,0.01171,0.08,71.0,md,-121.8151667,37.0615,4.375
656,656,earthquake,1989-10-18 03:50:14.500,2.17,Northern California,reviewed,0,72,nc,32.0,0.03333,0.08,57.0,md,-122.0565,37.19,14.456
657,657,earthquake,1989-10-18 03:48:51.950,2.4,Northern California,reviewed,0,89,nc,30.0,0.05045,0.05,79.0,md,-121.7353333,36.9921667,12.897
658,658,earthquake,1989-10-18 03:46:52.690,3.93,Northern California,reviewed,0,238,nc,25.0,0.06216,0.07,74.0,md,-121.7586667,36.993,13.785
659,659,earthquake,1989-10-18 03:46:29.390,3.7,Northern California,reviewed,0,211,nc,38.0,0.019819999999999997,0.08,63.0,ml,-121.7868333,37.0556667,5.632
660,660,earthquake,1989-10-18 03:44:06.420,1.95,Northern California,reviewed,0,58,nc,19.0,0.009009,0.06,146.0,md,-121.8325,37.1005,5.579
661,661,earthquake,1989-10-18 03:43:16.290,2.52,Northern California,reviewed,0,98,nc,17.0,0.04324,0.05,64.0,md,-121.8873333,37.1173333,3.254
662,662,earthquake,1989-10-18 03:42:58.990,2.18,Northern California,reviewed,0,73,nc,31.0,0.034230000000000003,0.07,57.0,md,-121.9726667,37.16,7.979
663,663,earthquake,1989-10-18 03:42:40.180,1.95,Northern California,reviewed,0,58,nc,13.0,0.002703,0.08,100.0,md,-121.8075,37.0498333,4.075
664,664,earthquake,1989-10-18 03:40:20.000,2.46,Northern California,reviewed,0,93,nc,42.0,0.05495,0.08,56.0,md,-121.888,37.0755,13.052
665,665,earthquake,1989-10-18 03:39:11.390,2.5,"San Francisco Bay area, California",reviewed,0,96,nc,25.0,0.01351,0.06,40.0,md,-122.0658333,37.2773333,5.697
666,666,earthquake,1989-10-18 03:35:45.250,3.8,Northern California,reviewed,0,222,nc,51.0,0.02613,0.07,41.0,ml,-121.866,37.1158333,4.094
667,667,earthquake,1989-10-18 03:34:14.710,2.13,Northern California,reviewed,0,70,nc,9.0,0.03874,0.19,251.0,md,-121.7798333,36.9965,14.956
668,668,earthquake,1989-10-18 03:33:12.270,2.14,Northern California,reviewed,0,70,nc,14.0,0.04324,0.06,57.0,md,-121.9448333,37.1271667,8.749
669,669,earthquake,1989-10-18 03:32:30.780,2.55,Northern California,reviewed,0,100,nc,40.0,0.042339999999999996,0.06,66.0,md,-121.9885,37.138,13.816
670,670,earthquake,1989-10-18 03:31:37.560,2.61,Northern California,reviewed,0,105,nc,10.0,0.02252,0.03,91.0,md,-121.8593333,37.0986667,5.212
671,671,earthquake,1989-10-18 03:30:34.760,3.03,"San Francisco Bay area, California",reviewed,0,141,nc,38.0,0.01261,0.06,33.0,md,-122.0625,37.2746667,5.837
672,672,earthquake,1989-10-18 03:30:11.380,4.32,Northern California,reviewed,0,287,nc,56.0,0.042339999999999996,0.08,67.0,md,-121.9891667,37.1376667,14.796
673,673,earthquake,1989-10-18 03:28:47.460,3.18,Northern California,reviewed,0,156,nc,26.0,0.01081,0.07,95.0,md,-121.6825,36.9573333,6.497
674,674,earthquake,1989-10-18 03:27:46.220,3.13,Northern California,reviewed,0,151,nc,44.0,0.024319999999999998,0.06,75.0,md,-121.7231667,36.9611667,14.317
675,675,earthquake,1989-10-18 03:26:24.000,1.97,"11km WSW of Niland, CA",reviewed,0,60,ci,0.0,,0.086,76.9,mc,-115.621,33.183,0.827
676,676,earthquake,1989-10-18 03:26:10.300,2.12,Northern California,reviewed,0,69,nc,13.0,0.04414,0.05,67.0,md,-121.9008333,37.1328333,7.49
677,677,earthquake,1989-10-18 03:23:56.190,4.0,Northern California,reviewed,0,246,nc,53.0,0.04324,0.08,67.0,ml,-121.9893333,37.1366667,14.826
678,678,earthquake,1989-10-18 03:23:07.090,3.16,Northern California,reviewed,0,154,nc,18.0,0.019819999999999997,0.06,55.0,md,-121.9751667,37.1843333,2.984
679,679,earthquake,1989-10-18 03:21:47.680,3.9,Northern California,reviewed,0,234,nc,48.0,0.001802,0.06,59.0,ml,-121.8343333,37.1106667,4.184
680,680,earthquake,1989-10-18 03:20:18.690,1.93,Northern California,reviewed,0,57,nc,20.0,0.027030000000000002,0.08,59.0,md,-121.8681667,37.1131667,3.354
681,681,earthquake,1989-10-18 03:18:45.950,2.52,Northern California,reviewed,0,98,nc,32.0,0.006306,0.06,54.0,md,-121.842,37.107,4.469
